         2633835 function calls (2585403 primitive calls) in 63.511 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      532    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:345(<genexpr>)
      812    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:892(get_variant)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\common.py:160(is_url)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:83(get_command_line)
      786    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:745(restore)
      230    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:373(get_snap_threshold)
       85    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:52(<lambda>)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:1(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.new_block}
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1327(getLogger)
       48    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:173(__getitem__)
       53    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1008(x1)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       30    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:253(fill_value)
       26    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1003(y0)
      814    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:898(get_weight)
      129    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      214    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\image.py:125(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:100(__getstate__)
      311    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1508(set_parse_math)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\warnings.py:97(_showwarnmsg)
      240    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\offsetbox.py:336(get_children)
      540    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       27    0.000    0.000    0.000    0.000 <frozen ntpath>:87(isabs)
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:2688(set_layout_engine)
      440    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:623(get_url)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:4787(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:446(to_rgba_array)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:2318(view_limits)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
       30    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1322(set_fontweight)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:250(_conv_type_shape)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:3009(_set_base_canvas)
       27    0.000    0.000    0.000    0.000 <frozen ntpath>:538(normpath)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexers\utils.py:187(validate_indices)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\warnings.py:20(_showwarnmsg_impl)
      453    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:903(get_in_layout)
      168    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:530(<listcomp>)
      292    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:877(set_dashes)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\parser.py:139(parse_implicit_document_start)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:606(_close_fp)
       43    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       15    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:613(_maybe_promote)
      499    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\multiarray.py:153(concatenate)
       16    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\warnings.py:467(__enter__)
      282    0.000    0.000    0.000    0.000 {built-in method math.sin}
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colorizer.py:761(_ensure_norm)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4663(<listcomp>)
       90    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\legend.py:843(get_legend_handler)
       20    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:847(unit_circle)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:1(<module>)
       44    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:592(_get_block_manager_axis)
       13    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:2653(_unit_change_handler)
      302    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:168(_type_check)
      223    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:760(get_lock)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_axes.py:2255(_parse_bar_color_args)
        6    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:576(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\urllib\parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:3253(clear)
      370    0.000    0.000    0.000    0.000 {built-in method math.radians}
       38    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:894(get_path)
      657    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:264(next_possible_simple_key)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:4102(set_boxstyle)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\groupby\generic.py:1659(<setcomp>)
       80    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 {built-in method now}
      657    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      282    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:539(formatter)
       26    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:914(__len__)
       18    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:547(chunk_pHYs)
       43    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
      216    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       10    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:2264(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\csvs.py:233(encoded_labels)
      278    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1016(get_position)
       40    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\constructor.py:402(construct_yaml_str)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\formats\format.py:544(_initialize_justify)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:90(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\weakref.py:53(_cb)
       49    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\yaml\scanner.py:295(save_possible_simple_key)
      100    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:277(p0)
       99    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
        7    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:814(null)
       14    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1190(winfo_pixels)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:2893(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\figure.py:972(clear)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:500(__getitem__)
      176    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_agg.py:300(get_canvas_width_height)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\io\common.py:248(stringify_path)
      344    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\markers.py:448(_set_nothing)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:502(enter_context)
      108    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:549(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:489(cleaned)
      122    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageOps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\typing.py:679(Union)
       28    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       41    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:599(set_joinstyle)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__len__)
       51    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:768(get_offset)
      370    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:328(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\multi.py:903(_set_levels)
      114    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1399(_get_dtype)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:794(values)
        5    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:225(_consolidate_key)
        1    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:859(circle)
       22    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\gridspec.py:637(colspan)
        3    0.000    0.000    0.000    0.000 C:\Users\mehta\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:77(_exists)
